company_name,rank
Euronext,1348
Cleveland-Cliffs,1349
Garmin,1350
SBI Holdings,1351
A2A,1352
Brown-Forman,1353
Epiroc,1354
Shin Kong Financial,1355
Shenzhen Overseas,1356
Genworth Financial,1357
St. James's Place,1358
Shionogi,1359
Halkbank,1360
LG Display,1361
Huadian Power International,1362
Genmab,1363
Prysmian,1364
Salzgitter,1365
FleetCor Technologies,1366
U-Haul Holding,1367
W. P. Carey,1368
China Longyuan Power,1369
Crown Holdings,1370
Hyundai Marine & Fire,1371
Masco,1372
Impala Platinum Holdings,1373
Thai Beverage,1374
Sanlam,1375
Constellation Software,1376
Avery Dennison,1377
Zhejiang Huayou Cobalt,1378
BJ's Wholesale Club,1379
Hellenic Petroleum,1380
New Hope Liuhe,1381
Shengjing Bank,1382
Asbury Automotive Group,1383
ALFA,1384
Var Energi ASA,1385
Bankinter,1386
BNK Financial Group,1387
Globe Life,1388
Antero Resources,1389
Dentsu,1390
Thai Oil,1391
Toll Brothers,1392
Adaro Energy,1393
McCormick,1394
Suntory Beverage & Food,1395
Extra Space Storage,1396
Halyk Bank,1397
Metalurgica Gerdau,1398
Jinko Solar,1399
Berry Global Group,1400
Attijariwafa Bank,1401
Valeo,1402
Franco-Nevada,1403
Guangdong Haid Group,1404
Grupo Aval,1405
Charoen Pokphand Foods,1406
Skanska,1407
Goodyear,1408
Jyske Bank,1409
Bank Albilad,1410
Coloplast,1411
Pan Pacific International Holdings,1412
KE Holdings,1413
Teledyne Technologies,1414
Jiangsu Hengrui Medicine,1415
Trip.com Group,1416
Eastman,1417
ICON (Ireland),1418
Murphy USA,1419
China Eastern Airlines,1420
US Foods,1421
Inner Mongolia Baotou Steel,1422
Huafa Industrial,1423
Bank of Greece,1424
Wharf Real Estate Investment,1425
Wacker Chemie,1426
Phoenix Group Holdings,1427
Annaly Capital Management,1428
Akzo Nobel,1429
Latam Airlines,1430
Commercial Bank of Qatar,1431
AGC,1432
RHB Bank,1433
Invesco,1434
Bank of Tianjin,1435
XP,1436
Schweizerische Nationalbank,1437
Interactive Brokers Group,1438
Siam Makro,1439
Tokyo Century,1440
Israel Corp,1441
NEXON,1442
Outokumpu,1443
Arkema,1444
Terumo,1445
Advantest,1446
Hologic,1447
Alliant Energy,1448
Bank of Suzhou,1449
Hong Leong Financial,1450
Borouge,1451
Starwood Property Trust,1452
China Shipbuilding Industry,1453
WuXi Biologics,1454
China Nuclear Engineering Corporation,1455
Samsung SDS,1456
VeriSign,1457
China International Marine,1458
"LG Innotek Co.,",1459
Virgin Money UK,1460
Kingspan Group PLC,1461
Cullen/Frost Bankers,1462
AirAsia X,1463
SinoPac Financial,1464
Toppan Printing,1465
Midea Real Estate Holding,1466
SGS,1467
Kobe Steel,1468
Williams-Sonoma,1469
Bank of Guizhou,1470
Chugoku Electric Power,1471
Geberit,1472
OCI,1473
Inner Mongolia Yitai Coal,1474
Ryder System,1475
Banca Mediolanum,1476
Liberty Broadband,1477
Shopify,1478
Palo Alto Networks,1479
Shanghai Commercial & Savings Bank,1480
Valley National Bancorp,1481
China Resources Beer (Holdings),1482
Lindt & Sprungli,1483
PTT Global Chemical,1484
Advanced Info Service,1485
ARC Resources,1486
Thor Industries,1487
Adani Power Limited,1488
Unicharm,1489
Group 1 Automotive,1490
Metropolitan Bank & Trust,1491
"Hangzhou Binjiang Real Estate Group Co., Ltd.",1492
Henry Schein,1493
Schaeffler,1494
Taishin Financial Holdings,1495
Huaibei Mining Holdings,1496
Jones Lang LaSalle,1497
ADNOC Drilling,1498
China Communications Services,1499
Ventas,1500
Snap-on,1501
Boston Properties,1502
M&G,1503
Sartorius,1504
Workday,1505
Shimano,1506
World Fuel Services,1507
Fukuoka Financial Group,1508
Sonova Holding,1509
Qilu Bank,1510
Bank of India,1511
China Grand Automotive Services,1512
Bank Pekao,1513
Ampol,1514
Hera,1515
Shenzhen Inovance Technology,1516
Chiba Bank,1517
Falabella,1518
Wheaton Precious Metals,1519
Aldar Properties,1520
Olin,1521
Compal Electronics,1522
Lotte Chemical,1523
Old Mutual,1524
Bank of East Asia,1525
Empire,1526
Bank of Zhengzhou,1527
China Huarong Asset Management,1528
Concordia Financial Group,1529
Jiangsu Zhongnan Construction Group,1530
DaVita,1531
Eurofins Scientific Societe Europeenne,1532
Vietnam Technological & Commercial Joint Stock Bank,1533
Whirlpool,1534
Aeroports de Paris,1535
Aramark,1536
Avantor,1537
Check Point Software,1538
Nitori Holdings,1539
Carlyle Group,1540
Covestro,1541
Korea Shipbuilding & Offshore Engineering,1542
Empresas CMPC,1543
Teleperformance,1544
Banque Cantonale Vaudoise,1545
Harbour Energy,1546
Fastighets Balder,1547
KPN,1548
Waters,1549
Mebuki Financial Group,1550
Yunnan Yuntianhua,1551
Moncler SpA,1552
Zhejiang Expressway Co. Ltd.,1553
Mirae Asset Financial Group,1554
Brown & Brown,1555
Equifax,1556
Beijing Shougang,1557
El Puerto de Liverpool,1558
Sibanye Stillwater,1559
Asustek Computer,1560
TFI International,1561
Bajaj Auto,1562
Ningxia Baofeng Energy Group,1563
BOK Financial,1564
Kesko,1565
Kingdom Holding,1566
Old National Bank,1567
Telia,1568
West Pharmaceutical Services,1569
Shiseido,1570
Kingfisher,1571
AECOM Technology,1572
PT Garuda Indonesia (Persero),1573
B3,1574
Commercial Metals,1575
Seadrill,1576
China Resources Gas Group,1577
Sun Pharma Industries,1578
ASM International,1579
"Sumitomo Forestry Co.,",1580
Ansys,1581
Rajesh Exports,1582
Snowflake,1583
Wistron,1584
Banca MPS,1585
WSP,1586
Iron Mountain,1587
Metro Group,1588
Wuestenrot & Wuerttembergische,1589
CSPC Pharmaceutical Group,1590
Eve Energy,1591
Hokuhoku Financial Group,1592
DoorDash,1593
Mid-america Apartment Communities,1594
Lear,1595
Verisk Analytics,1596
Kintetsu,1597
Adani Ports & Special Economic Zone,1598
Mitsui Chemicals,1599
Asian Paints,1600
Bank of Qingdao,1601
Golden Agri-Resources,1602
Vibra Energia,1603
Stifel Financial,1604
Military Commercial Joint Stock Bank,1605
DexCom,1606
Grupo Elektra,1607
Wintrust Financial,1608
Aristocrat Leisure,1609
Shenwan Hongyuan Group,1610
Shizuoka Financial Group,1611
Altice USA,1612
Navient,1613
Zhejiang Zheneng Electric Power,1614
Chewy,1615
BayWa,1616
Hubei Biocause Pharmaceutical,1617
Obayashi,1618
Unicaja Banco,1619
Agile Group Holdings,1620
Lotte Shopping,1621
Harbin Bank,1622
Japan Securities,1623
FMC,1624
Carlisle Cos,1625
Shinsei Bank,1626
Assurant,1627
Nishi-nippon Financial Holdings,1628
Kyushu Financial Group,1629
Li Ning,1630
SDIC Capital,1631
Hachijuni Bank,1632
Banco Comercial Portugues,1633
Saputo,1634
Hengyi Petrochemical,1635
Kawasaki Heavy Industries,1636
Mobileye Global,1637
Host Hotels & Resorts,1638
Coinshares International,1639
Next,1640
Commercial International Bank,1641
Invitation Homes,1642
Taylor Morrison Home,1643
Banpu,1644
China Merchants Port Holdings,1645
Braskem,1646
Dollarama,1647
North Pacific Bank,1648
Sharp,1649
United Natural Foods,1650
Yamaguchi Financial,1651
Pinnacle Bank,1652
Andon Health,1653
Clorox,1654
GCL Technology Holdings,1655
Schroders,1656
Veeva Systems,1657
Dai Nippon Printing,1658
Doosan,1659
Casey's General Stores,1660
Gaming And Leisure Properties,1661
Alpha Bank,1662
Gold Fields,1663
Nitto Denko,1664
Sinotrans Ltd.,1665
SS&C Technologies,1666
Hirogin Holdings,1667
CPFL Energia,1668
FinecoBank,1669
Chang Hwa Bank,1670
China Northern Rare Earth High-Tech,1671
DCC,1672
Air Canada,1673
Adecco Group,1674
Daou Data,1675
JD Sports Fashion,1676
Shenzhou International Group Holdings,1677
Seagen,1678
Ultrapar Participacoes,1679
Pool,1680
Zheshang Development Group,1681
Watsco,1682
Anhui Gujing Distillery,1683
Croda International Plc,1684
Keppel,1685
Parkland,1686
Aurubis,1687
News Corp,1688
Suning.com,1689
Whitehaven Coal,1690
Li Auto,1691
Bank of Kyoto,1692
Ooredoo Q.P.S.C,1693
RenaissanceRe Holdings,1694
KGHM Polska Miedz,1695
Hyundai Engineering,1696
Unisplendour,1697
Medipal Holdings,1698
Storebrand,1699
Kakao,1700
TUI,1701
STRABAG,1702
Atlassian,1703
WPG Holdings,1704
Broadridge Financial,1705
EMS-Chemie Holding,1706
Hancock Holding,1707
First Pacific,1708
Daishi Hokuetsu Financial Group,1709
Pdc Energy,1710
South State,1711
Ares Management,1712
Tapestry,1713
China Development Bank Financial Leasing,1714
77 Bank,1715
China Overseas Grand Oceans Group,1716
CPI Property Group,1717
Gunma Bank,1718
Tech Mahindra,1719
F.N.B.,1720
Pilbara Minerals,1721
Take-Two Interactive Software,1722
"Chugin Financial Group,Inc.",1723
Jiangxi Bank,1724
Rite Aid,1725
Coca-Cola HBC,1726
Old Republic International,1727
Teradyne,1728
Power Assets Holdings,1729
DGB Financial Group,1730
Range Resources,1731
Daou Technology,1732
Jointown Pharmaceutical Group,1733
Anhui Water Resources Development,1734
Bank of Queensland,1735
Goertek,1736
Ceconomy,1737
Covivio,1738
Illumina,1739
SBI Sumishin Net Bank,1740
Beijing Wantai Biological Pharmacy Enterprise,1741
Dr. Sulaiman Al-Habib Medical Services Group,1742
China Industrial Securities,1743
Fibra Uno,1744
Oji Holdings,1745
Petro Rabigh,1746
ACWA Power,1747
Credito Emiliano,1748
Booz Allen Hamilton Holding,1749
Aker,1750
Bank of Jiujiang,1751
Hygon Information Technology,1752
UCB,1753
Xinte Energy,1754
Taiwan Business Bank,1755
Revvity,1756
Trade Desk,1757
Airports of Thailand,1758
Iveco Group,1759
SITC International Holdings,1760
CoStar Group,1761
Qingdao Rural Commercial Bank,1762
Bank of Lanzhou,1763
IDEX,1764
Straumann Holding,1765
Unibail-Rodamco-Westfield,1766
Graphic Packaging,1767
Shimizu,1768
AGNC Investment,1769
Galaxy Entertainment,1770
Bath & Body Works,1771
Titan (India),1772
Zhejiang Chint Electrics,1773
Enphase Energy,1774
Aier Eye Hospital Group,1775
Bendigo & Adelaide Bank,1776
Iida Group Holdings,1777
K+S,1778
AVIC Capital,1779
"Iyogin Holdings,Inc.",1780
Luzerner Kantonalbank,1781
Angang Steel,1782
BeiGene,1783
Hanwa,1784
Cencosud,1785
CrowdStrike,1786
Knight-swift Transportation Holdings,1787
Origin Energy,1788
Fertiglobe,1789
Avenue Supermarts,1790
Tingyi Holding,1791
Dangote Cement,1792
Beijing Kingsoft Office Software.,1793
Nexi S.p.A.,1794
Worldline,1795
Sonic Healthcare,1796
Sumec Corporation,1797
Peabody Energy,1798
Banca Popolare di Sondrio,1799
HII,1800
Guangzhou Tinci Materials Technology,1801
ONO Pharmaceutical,1802
Alfresa Holdings,1803
Bank of Xi'an,1804
Delek US Holdings,1805
JSW Group,1806
Frasers Property,1807
Sun Communities,1808
Bawag Group,1809
Kohl's,1810
Chord Energy,1811
TMB Bank,1812
Synnex Technology Intl,1813
Hyatt Hotels,1814
Basler Kantonalbank,1815
Sino-Ocean Group Holding,1816
Yunnan Copper Co. Ltd.,1817
Alnylam Pharmaceuticals,1818
China Fortune Land Development,1819
Prosperity Bancshares,1820
Brambles,1821
Darling Ingredients,1822
RiseSun Real Estate Development,1823
Beijing Capital Development,1824
Knorr-Bremse,1825
Manpower,1826
Red Eléctrica,1827
SBA Communications,1828
West Fraser Timber Co.,1829
OneMain Holdings,1830
Horizon Therapeutics Public Limited Company,1831
Brookfield Reinsurance,1832
Deutsche Pfandbriefbank,1833
Howmet Aerospace,1834
Bank OZK,1835
Japan Airlines,1836
Samsung Electro-Mechanics,1837
Steel Authority of India,1838
Quilter,1839
Delivery Hero,1840
Tsingtao Brewery,1841
Hyakugo Bank,1842
Johnson Matthey,1843
Ricoh,1844
Cadence Bank,1845
IDBI Bank,1846
Migdal Insurance,1847
Lamb Weston Holdings,1848
Juroku  Financial Group,1849
FIBI Holdings,1850
General Insurance Corporation Of India,1851
EQT AB,1852
Zenith Bank,1853
Burlington Stores,1854
Bank Of Gansu,1855
Aozora Bank,1856
WT Microelectronics,1857
Segro,1858
VF,1859
Columbia Bank,1860
JB Financial Group,1861
Tongling Nonferrous Metals,1862
Barry Callebaut,1863
NAURA Technology GroupLtd,1864
Xiamen Bank,1865
Prada,1866
Shiga Bank,1867
Datadog,1868
Monolithic Power Systems,1869
Guangzhou R&F,1870
NIBE Industrier,1871
Church & Dwight,1872
Orient Securities,1873
Viva Energy Group,1874
Nomura Research Institute,1875
CNX Resources,1876
Advanced Micro-Fabrication Equipment Inc. China,1877
Ningbo Port,1878
Inventec,1879
Logan Property Holdings,1880
Uniqa,1881
United Utilities,1882
Shanxi Coal International Energy Group,1883
DISCO Corp.,1884
Align Technology,1885
Shanghai Tunnel Engineering Co. Ltd.,1886
Alpha Metallurgical Resources,1887
Zhangzhou Pientzehuang Pharmaceutical,1888
Shriram Transport Finance Co.,1889
Saras,1890
Rheinmetall,1891
Ogaki Kyoritsu Bank,1892
Aareal Bank,1893
Royalty Pharma,1894
Almarai,1895
CTP,1896
Zhejiang Construction Investment Group,1897
Heico,1898
Rentokil Initial,1899
KION Group,1900
Arab Bank,1901
YTO Express Group,1902
Nanto Bank,1903
Tokyo Kiraboshi Financial Group,1904
Suzuken,1905
Callon Petroleum,1906
OMRON,1907
San-In Godo Bank,1908
City Developments,1909
LG Uplus,1910
Public Power,1911
Weihai City Commercial Bank,1912
Insulet Corp,1913
Masraf Al Rayan,1914
Mowi ASA,1915
NIO,1916
Comstock Resources,1917
Hubbell,1918
Toho Bank,1919
Kyndryl Holdings,1920
Bausch Health Companies,1921
Andersons,1922
Dillard's,1923
Guangzhou Baiyunshan Pharmaceutical Holdings,1924
ATOS,1925
Bank Muscat,1926
Jinshang Bank,1927
arGEN-X,1928
Civitas Resources,1929
Mercuries & Associates,1930
Keiyo Bank,1931
Taisei,1932
Scentre Group,1933
Banque Centrale Populaire,1934
Zalando,1935
HubSpot,1936
Yunnan Baiyao Group,1937
Fuyao Glass Industry Group,1938
Hotai Motor,1939
Seagate Technology,1940
Daito Trust Construction,1941
Senshu Ikeda Holdings,1942
Korea Zinc,1943
Jiangsu Changshu Rural Commercial Bank,1944
Sansteel Minguang,1945
Central Bank of India,1946
EFG International,1947
Shanghai Yuyuan Tourist Mart,1948
Northern Oil and Gas,1949
Liberty Media Corporation Series A Liberty Formula One,1950
United Therapeutics,1951
Digital China Group,1952
KakaoBank,1953
Roblox,1954
RPM International,1955
Lundbergs,1956
Gulfport Energy,1957
China Merchants Expressway Network & Technology Holdings,1958
Hoshine Silicon Industry,1959
CapitaMall Trust,1960
Healthpeak Properties,1961
Advance Auto Parts,1962
EXOR,1963
Camden Property Trust,1964
Zall Smart Commerce Group,1965
China Aviation Oil,1966
Univar,1967
Rollins,1968
Sasa Polyester Sanayi,1969
Murphy Oil,1970
Nippon Steel Trading,1971
PacWest Bancorp,1972
St. Mary Land & Exploration Co.,1973
Cosan,1974
CVR Energy,1975
St. Galler Kantonalbank,1976
Arch Resources,1977
Grupo Bolivar,1978
AviChina Industry & Technology,1979
FCC,1980
President Chain Store,1981
Xylem,1982
International Distributions Services,1983
Par Pacific Holdings,1984
China Jushi,1985
Grandjoy Holdings Group,1986
Kiyo Bank,1987
Pakistan State Oil,1988
Penn Entertainment,1989
OSB Group,1990
China Merchants Port Group,1991
iflytek,1992
Polaris Inc.,1993
Yango Group,1994
Kangmei Pharmaceutical,1995
Alfa Laval,1996
Gap,1997
Yes Bank,1998
BEKB-BCBE,1999
Ipsen,2000
